,filepath,filename,LangOrInstru,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,corpus_type,mat_filename,speaker/artist,gender,genre,VoiOrNot
219,data/envCorp/SONYC/audio-7/41_012321.wav,41_012321,,1,384000,48,8,0.001,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/41_012321_MS2024.mat,SONYC_41,,,0
220,data/envCorp/SONYC/audio-7/23_011832.wav,23_011832,,1,384000,48,8,0.0020625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/23_011832_MS2024.mat,SONYC_23,,,0
221,data/envCorp/SONYC/audio-10/23_007912.wav,23_007912,,1,384000,48,8,0.002395833333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/23_007912_MS2024.mat,SONYC_23,,,0
223,data/envCorp/SONYC/audio-16/01_009701.wav,01_009701,,1,384000,48,8,0.0045625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_009701_MS2024.mat,SONYC_01,,,0
226,data/envCorp/SONYC/audio-5/01_020659.wav,01_020659,,1,384000,48,8,0.0027708333333333335,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_020659_MS2024.mat,SONYC_01,,,0
228,data/envCorp/SONYC/audio-6/02_004335.wav,02_004335,,1,384000,48,8,0.0010625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/02_004335_MS2024.mat,SONYC_02,,,0
229,data/envCorp/SONYC/audio-8/27_007551.wav,27_007551,,1,384000,48,8,0.0003958333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/27_007551_MS2024.mat,SONYC_27,,,0
232,data/envCorp/SONYC/audio-17/24_002897.wav,24_002897,,1,384000,48,8,0.0014791666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/24_002897_MS2024.mat,SONYC_24,,,0
233,data/envCorp/SONYC/audio-10/24_009594.wav,24_009594,,1,384000,48,8,0.005854166666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/24_009594_MS2024.mat,SONYC_24,,,0
235,data/envCorp/SONYC/audio-14/35_011393.wav,35_011393,,1,384000,48,8,0.0010208333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/35_011393_MS2024.mat,SONYC_35,,,0
237,data/envCorp/SONYC/audio-0/01_017120.wav,01_017120,,1,384000,48,8,0.0036041666666666665,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_017120_MS2024.mat,SONYC_01,,,0
238,data/envCorp/SONYC/audio-7/40_003903.wav,40_003903,,1,384000,48,8,0.0015,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_003903_MS2024.mat,SONYC_40,,,0
239,data/envCorp/SONYC/audio-16/01_007857.wav,01_007857,,1,384000,48,8,0.002458333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_007857_MS2024.mat,SONYC_01,,,0
240,data/envCorp/SONYC/audio-9/33_012786.wav,33_012786,,1,384000,48,8,0.0018958333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/33_012786_MS2024.mat,SONYC_33,,,0
243,data/envCorp/SONYC/audio-3/40_004348.wav,40_004348,,1,384000,48,8,0.0014166666666666668,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_004348_MS2024.mat,SONYC_40,,,0
246,data/envCorp/SONYC/audio-16/40_000454.wav,40_000454,,1,384000,48,8,0.0016666666666666668,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_000454_MS2024.mat,SONYC_40,,,0
248,data/envCorp/SONYC/audio-15/27_002733.wav,27_002733,,1,384000,48,8,0.0010833333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/27_002733_MS2024.mat,SONYC_27,,,0
251,data/envCorp/SONYC/audio-4/11_012807.wav,11_012807,,1,384000,48,8,0.0006041666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/11_012807_MS2024.mat,SONYC_11,,,0
252,data/envCorp/SONYC/audio-6/00_006948.wav,00_006948,,1,384000,48,8,0.00175,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/00_006948_MS2024.mat,SONYC_00,,,0
253,data/envCorp/SONYC/audio-12/27_006530.wav,27_006530,,1,384000,48,8,0.0073125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/27_006530_MS2024.mat,SONYC_27,,,0
255,data/envCorp/SONYC/audio-18/01_008757.wav,01_008757,,1,384000,48,8,0.005020833333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_008757_MS2024.mat,SONYC_01,,,0
256,data/envCorp/SONYC/audio-9/25_007067.wav,25_007067,,1,384000,48,8,0.0010416666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/25_007067_MS2024.mat,SONYC_25,,,0
257,data/envCorp/SONYC/audio-18/03_006491.wav,03_006491,,1,384000,48,8,0.0018541666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/03_006491_MS2024.mat,SONYC_03,,,0
258,data/envCorp/SONYC/audio-3/49_026988.wav,49_026988,,1,384000,48,8,0.002458333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/49_026988_MS2024.mat,SONYC_49,,,0
259,data/envCorp/SONYC/audio-1/07_020395.wav,07_020395,,1,384000,48,8,0.0016875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/07_020395_MS2024.mat,SONYC_07,,,0
261,data/envCorp/SONYC/audio-14/13_009534.wav,13_009534,,1,384000,48,8,0.016354166666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/13_009534_MS2024.mat,SONYC_13,,,0
262,data/envCorp/SONYC/audio-16/19_000598.wav,19_000598,,1,384000,48,8,0.0001875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/19_000598_MS2024.mat,SONYC_19,,,0
263,data/envCorp/SONYC/audio-15/01_002644.wav,01_002644,,1,384000,48,8,0.0065,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_002644_MS2024.mat,SONYC_01,,,0
265,data/envCorp/SONYC/audio-11/31_010495.wav,31_010495,,1,384000,48,8,0.004145833333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/31_010495_MS2024.mat,SONYC_31,,,0
266,data/envCorp/SONYC/audio-14/13_017440.wav,13_017440,,1,384000,48,8,0.004666666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/13_017440_MS2024.mat,SONYC_13,,,0
268,data/envCorp/SONYC/audio-3/37_003704.wav,37_003704,,1,384000,48,8,0.0003541666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/37_003704_MS2024.mat,SONYC_37,,,0
269,data/envCorp/SONYC/audio-18/00_011478.wav,00_011478,,1,384000,48,8,0.0005208333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/00_011478_MS2024.mat,SONYC_00,,,0
270,data/envCorp/SONYC/audio-4/01_007344.wav,01_007344,,1,384000,48,8,0.007166666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_007344_MS2024.mat,SONYC_01,,,0
271,data/envCorp/SONYC/audio-11/29_012749.wav,29_012749,,1,384000,48,8,0.002395833333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/29_012749_MS2024.mat,SONYC_29,,,0
272,data/envCorp/SONYC/audio-11/25_013000.wav,25_013000,,1,384000,48,8,0.0009583333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/25_013000_MS2024.mat,SONYC_25,,,0
273,data/envCorp/SONYC/audio-16/17_027264.wav,17_027264,,1,384000,48,8,0.0027708333333333335,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/17_027264_MS2024.mat,SONYC_17,,,0
274,data/envCorp/SONYC/audio-3/24_000723.wav,24_000723,,1,384000,48,8,0.0011875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/24_000723_MS2024.mat,SONYC_24,,,0
277,data/envCorp/SONYC/audio-7/08_008379.wav,08_008379,,1,384000,48,8,0.004458333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/08_008379_MS2024.mat,SONYC_08,,,0
282,data/envCorp/SONYC/audio-11/31_016553.wav,31_016553,,1,384000,48,8,0.0021875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/31_016553_MS2024.mat,SONYC_31,,,0
283,data/envCorp/SONYC/audio-6/20_019068.wav,20_019068,,1,384000,48,8,0.005208333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/20_019068_MS2024.mat,SONYC_20,,,0
285,data/envCorp/SONYC/audio-13/29_000617.wav,29_000617,,1,384000,48,8,0.0041041666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/29_000617_MS2024.mat,SONYC_29,,,0
286,data/envCorp/SONYC/audio-8/40_000825.wav,40_000825,,1,384000,48,8,0.0010625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_000825_MS2024.mat,SONYC_40,,,0
287,data/envCorp/SONYC/audio-1/32_016679.wav,32_016679,,1,384000,48,8,0.0008125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/32_016679_MS2024.mat,SONYC_32,,,0
288,data/envCorp/SONYC/audio-7/31_009446.wav,31_009446,,1,384000,48,8,0.0151875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/31_009446_MS2024.mat,SONYC_31,,,0
290,data/envCorp/SONYC/audio-11/12_005302.wav,12_005302,,1,384000,48,8,0.0015625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/12_005302_MS2024.mat,SONYC_12,,,0
293,data/envCorp/SONYC/audio-2/29_005317.wav,29_005317,,1,384000,48,8,0.0009583333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/29_005317_MS2024.mat,SONYC_29,,,0
295,data/envCorp/SONYC/audio-11/04_016525.wav,04_016525,,1,384000,48,8,0.0037083333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/04_016525_MS2024.mat,SONYC_04,,,0
296,data/envCorp/SONYC/audio-6/16_004875.wav,16_004875,,1,384000,48,8,0.0022291666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/16_004875_MS2024.mat,SONYC_16,,,0
298,data/envCorp/SONYC/audio-2/20_006462.wav,20_006462,,1,384000,48,8,0.0017916666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/20_006462_MS2024.mat,SONYC_20,,,0
299,data/envCorp/SONYC/audio-0/40_002271.wav,40_002271,,1,384000,48,8,0.0015,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_002271_MS2024.mat,SONYC_40,,,0
300,data/envCorp/SONYC/audio-2/31_005626.wav,31_005626,,1,384000,48,8,0.0013125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/31_005626_MS2024.mat,SONYC_31,,,0
303,data/envCorp/SONYC/audio-8/19_007117.wav,19_007117,,1,384000,48,8,0.0025833333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/19_007117_MS2024.mat,SONYC_19,,,0
304,data/envCorp/SONYC/audio-5/25_004176.wav,25_004176,,1,384000,48,8,0.0018541666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/25_004176_MS2024.mat,SONYC_25,,,0
305,data/envCorp/SONYC/audio-18/16_011435.wav,16_011435,,1,384000,48,8,0.0022083333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/16_011435_MS2024.mat,SONYC_16,,,0
306,data/envCorp/SONYC/audio-15/41_003646.wav,41_003646,,1,384000,48,8,0.0008541666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/41_003646_MS2024.mat,SONYC_41,,,0
307,data/envCorp/SONYC/audio-6/16_009809.wav,16_009809,,1,384000,48,8,0.0009583333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/16_009809_MS2024.mat,SONYC_16,,,0
308,data/envCorp/SONYC/audio-1/40_011379.wav,40_011379,,1,384000,48,8,0.0015833333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_011379_MS2024.mat,SONYC_40,,,0
309,data/envCorp/SONYC/audio-1/04_005132.wav,04_005132,,1,384000,48,8,0.0005208333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/04_005132_MS2024.mat,SONYC_04,,,0
310,data/envCorp/SONYC/audio-10/01_008280.wav,01_008280,,1,384000,48,8,0.0035416666666666665,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_008280_MS2024.mat,SONYC_01,,,0
313,data/envCorp/SONYC/audio-3/40_003545.wav,40_003545,,1,384000,48,8,0.0014166666666666668,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_003545_MS2024.mat,SONYC_40,,,0
315,data/envCorp/SONYC/audio-14/23_011321.wav,23_011321,,1,384000,48,8,0.00125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/23_011321_MS2024.mat,SONYC_23,,,0
317,data/envCorp/SONYC/audio-14/18_003986.wav,18_003986,,1,384000,48,8,0.0010208333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/18_003986_MS2024.mat,SONYC_18,,,0
318,data/envCorp/SONYC/audio-14/40_010318.wav,40_010318,,1,384000,48,8,0.0028125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_010318_MS2024.mat,SONYC_40,,,0
320,data/envCorp/SONYC/audio-10/07_017424.wav,07_017424,,1,384000,48,8,0.0053125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/07_017424_MS2024.mat,SONYC_07,,,0
321,data/envCorp/SONYC/audio-4/19_020397.wav,19_020397,,1,384000,48,8,0.0020416666666666665,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/19_020397_MS2024.mat,SONYC_19,,,0
322,data/envCorp/SONYC/audio-14/03_002427.wav,03_002427,,1,384000,48,8,0.003833333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/03_002427_MS2024.mat,SONYC_03,,,0
323,data/envCorp/SONYC/audio-7/30_011933.wav,30_011933,,1,384000,48,8,0.0015208333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/30_011933_MS2024.mat,SONYC_30,,,0
324,data/envCorp/SONYC/audio-10/05_007696.wav,05_007696,,1,384000,48,8,0.0039375,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/05_007696_MS2024.mat,SONYC_05,,,0
326,data/envCorp/SONYC/audio-16/38_007132.wav,38_007132,,1,384000,48,8,0.00020833333333333335,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/38_007132_MS2024.mat,SONYC_38,,,0
327,data/envCorp/SONYC/audio-14/13_026924.wav,13_026924,,1,384000,48,8,0.003375,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/13_026924_MS2024.mat,SONYC_13,,,0
329,data/envCorp/SONYC/audio-17/37_027308.wav,37_027308,,1,384000,48,8,0.003479166666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/37_027308_MS2024.mat,SONYC_37,,,0
332,data/envCorp/SONYC/audio-3/18_002076.wav,18_002076,,1,384000,48,8,0.0025625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/18_002076_MS2024.mat,SONYC_18,,,0
333,data/envCorp/SONYC/audio-10/01_020691.wav,01_020691,,1,384000,48,8,0.0045625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_020691_MS2024.mat,SONYC_01,,,0
334,data/envCorp/SONYC/audio-8/04_007595.wav,04_007595,,1,384000,48,8,0.0030416666666666665,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/04_007595_MS2024.mat,SONYC_04,,,0
335,data/envCorp/SONYC/audio-16/34_011306.wav,34_011306,,1,384000,48,8,0.002625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/34_011306_MS2024.mat,SONYC_34,,,0
336,data/envCorp/SONYC/audio-1/34_007226.wav,34_007226,,1,384000,48,8,0.0017291666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/34_007226_MS2024.mat,SONYC_34,,,0
337,data/envCorp/SONYC/audio-12/28_009648.wav,28_009648,,1,384000,48,8,0.002395833333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/28_009648_MS2024.mat,SONYC_28,,,0
338,data/envCorp/SONYC/audio-7/19_002534.wav,19_002534,,1,384000,48,8,0.0030416666666666665,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/19_002534_MS2024.mat,SONYC_19,,,0
339,data/envCorp/SONYC/audio-1/40_003179.wav,40_003179,,1,384000,48,8,0.001625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_003179_MS2024.mat,SONYC_40,,,0
340,data/envCorp/SONYC/audio-15/21_013393.wav,21_013393,,1,384000,48,8,0.002,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/21_013393_MS2024.mat,SONYC_21,,,0
341,data/envCorp/SONYC/audio-3/37_020693.wav,37_020693,,1,384000,48,8,0.0020833333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/37_020693_MS2024.mat,SONYC_37,,,0
347,data/envCorp/SONYC/audio-2/01_007532.wav,01_007532,,1,384000,48,8,0.003958333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_007532_MS2024.mat,SONYC_01,,,0
349,data/envCorp/SONYC/audio-13/21_017190.wav,21_017190,,1,384000,48,8,0.002395833333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/21_017190_MS2024.mat,SONYC_21,,,0
351,data/envCorp/SONYC/audio-11/02_010759.wav,02_010759,,1,384000,48,8,0.0004583333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/02_010759_MS2024.mat,SONYC_02,,,0
353,data/envCorp/SONYC/audio-15/23_017828.wav,23_017828,,1,384000,48,8,0.002,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/23_017828_MS2024.mat,SONYC_23,,,0
355,data/envCorp/SONYC/audio-1/25_012617.wav,25_012617,,1,384000,48,8,0.0223125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/25_012617_MS2024.mat,SONYC_25,,,0
356,data/envCorp/SONYC/audio-18/40_002889.wav,40_002889,,1,384000,48,8,0.0021041666666666665,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_002889_MS2024.mat,SONYC_40,,,0
357,data/envCorp/SONYC/audio-14/40_008796.wav,40_008796,,1,384000,48,8,0.0016458333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_008796_MS2024.mat,SONYC_40,,,0
358,data/envCorp/SONYC/audio-16/23_003643.wav,23_003643,,1,384000,48,8,0.0037916666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/23_003643_MS2024.mat,SONYC_23,,,0
359,data/envCorp/SONYC/audio-15/05_018853.wav,05_018853,,1,384000,48,8,0.0028125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/05_018853_MS2024.mat,SONYC_05,,,0
360,data/envCorp/SONYC/audio-8/37_003610.wav,37_003610,,1,384000,48,8,0.0027916666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/37_003610_MS2024.mat,SONYC_37,,,0
361,data/envCorp/SONYC/audio-13/27_007834.wav,27_007834,,1,384000,48,8,0.0008125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/27_007834_MS2024.mat,SONYC_27,,,0
363,data/envCorp/SONYC/audio-16/06_005038.wav,06_005038,,1,384000,48,8,0.0031666666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/06_005038_MS2024.mat,SONYC_06,,,0
364,data/envCorp/SONYC/audio-6/27_009037.wav,27_009037,,1,384000,48,8,0.0005625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/27_009037_MS2024.mat,SONYC_27,,,0
365,data/envCorp/SONYC/audio-9/23_019534.wav,23_019534,,1,384000,48,8,0.00275,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/23_019534_MS2024.mat,SONYC_23,,,0
366,data/envCorp/SONYC/audio-15/03_010627.wav,03_010627,,1,384000,48,8,0.0013333333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/03_010627_MS2024.mat,SONYC_03,,,0
367,data/envCorp/SONYC/audio-1/37_010230.wav,37_010230,,1,384000,48,8,0.0015833333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/37_010230_MS2024.mat,SONYC_37,,,0
368,data/envCorp/SONYC/audio-16/04_000244.wav,04_000244,,1,384000,48,8,0.034520833333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/04_000244_MS2024.mat,SONYC_04,,,0
369,data/envCorp/SONYC/audio-15/31_017373.wav,31_017373,,1,384000,48,8,0.0030416666666666665,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/31_017373_MS2024.mat,SONYC_31,,,0
370,data/envCorp/SONYC/audio-6/24_019820.wav,24_019820,,1,384000,48,8,0.0022708333333333335,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/24_019820_MS2024.mat,SONYC_24,,,0
371,data/envCorp/SONYC/audio-11/18_012815.wav,18_012815,,1,384000,48,8,0.0009375,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/18_012815_MS2024.mat,SONYC_18,,,0
372,data/envCorp/SONYC/audio-15/40_018747.wav,40_018747,,1,384000,48,8,0.0003958333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_018747_MS2024.mat,SONYC_40,,,0
373,data/envCorp/SONYC/audio-18/00_017182.wav,00_017182,,1,384000,48,8,0.0002916666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/00_017182_MS2024.mat,SONYC_00,,,0
374,data/envCorp/SONYC/audio-1/19_010142.wav,19_010142,,1,384000,48,8,0.0022916666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/19_010142_MS2024.mat,SONYC_19,,,0
376,data/envCorp/SONYC/audio-14/01_019313.wav,01_019313,,1,384000,48,8,0.0038541666666666668,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_019313_MS2024.mat,SONYC_01,,,0
378,data/envCorp/SONYC/audio-7/34_019889.wav,34_019889,,1,384000,48,8,0.0037083333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/34_019889_MS2024.mat,SONYC_34,,,0
380,data/envCorp/SONYC/audio-14/18_020811.wav,18_020811,,1,384000,48,8,0.0014166666666666668,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/18_020811_MS2024.mat,SONYC_18,,,0
384,data/envCorp/SONYC/audio-11/09_010396.wav,09_010396,,1,384000,48,8,0.0013333333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/09_010396_MS2024.mat,SONYC_09,,,0
385,data/envCorp/SONYC/audio-13/40_004294.wav,40_004294,,1,384000,48,8,0.0075,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_004294_MS2024.mat,SONYC_40,,,0
387,data/envCorp/SONYC/audio-8/40_003451.wav,40_003451,,1,384000,48,8,0.0012708333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_003451_MS2024.mat,SONYC_40,,,0
391,data/envCorp/SONYC/audio-9/00_008588.wav,00_008588,,1,384000,48,8,0.0016666666666666668,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/00_008588_MS2024.mat,SONYC_00,,,0
392,data/envCorp/SONYC/audio-2/32_010383.wav,32_010383,,1,384000,48,8,0.003125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/32_010383_MS2024.mat,SONYC_32,,,0
393,data/envCorp/SONYC/audio-10/31_002866.wav,31_002866,,1,384000,48,8,0.0003333333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/31_002866_MS2024.mat,SONYC_31,,,0
396,data/envCorp/SONYC/audio-17/05_020502.wav,05_020502,,1,384000,48,8,0.00075,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/05_020502_MS2024.mat,SONYC_05,,,0
398,data/envCorp/SONYC/audio-4/02_006351.wav,02_006351,,1,384000,48,8,0.0016041666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/02_006351_MS2024.mat,SONYC_02,,,0
399,data/envCorp/SONYC/audio-1/16_018769.wav,16_018769,,1,384000,48,8,0.006479166666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/16_018769_MS2024.mat,SONYC_16,,,0
401,data/envCorp/SONYC/audio-17/03_027476.wav,03_027476,,1,384000,48,8,0.0020625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/03_027476_MS2024.mat,SONYC_03,,,0
403,data/envCorp/SONYC/audio-6/24_006874.wav,24_006874,,1,384000,48,8,0.002125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/24_006874_MS2024.mat,SONYC_24,,,0
408,data/envCorp/SONYC/audio-9/33_004324.wav,33_004324,,1,384000,48,8,0.0056875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/33_004324_MS2024.mat,SONYC_33,,,0
409,data/envCorp/SONYC/audio-14/01_006347.wav,01_006347,,1,384000,48,8,0.005229166666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_006347_MS2024.mat,SONYC_01,,,0
412,data/envCorp/SONYC/audio-12/37_002707.wav,37_002707,,1,384000,48,8,0.0017916666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/37_002707_MS2024.mat,SONYC_37,,,0
413,data/envCorp/SONYC/audio-7/30_009238.wav,30_009238,,1,384000,48,8,0.0018541666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/30_009238_MS2024.mat,SONYC_30,,,0
414,data/envCorp/SONYC/audio-4/09_012112.wav,09_012112,,1,384000,48,8,0.0004166666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/09_012112_MS2024.mat,SONYC_09,,,0
415,data/envCorp/SONYC/audio-3/40_000847.wav,40_000847,,1,384000,48,8,0.0011041666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_000847_MS2024.mat,SONYC_40,,,0
416,data/envCorp/SONYC/audio-3/00_006044.wav,00_006044,,1,384000,48,8,0.0003958333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/00_006044_MS2024.mat,SONYC_00,,,0
417,data/envCorp/SONYC/audio-3/14_009399.wav,14_009399,,1,384000,48,8,0.005395833333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/14_009399_MS2024.mat,SONYC_14,,,0
418,data/envCorp/SONYC/audio-13/40_003510.wav,40_003510,,1,384000,48,8,0.0015,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_003510_MS2024.mat,SONYC_40,,,0
420,data/envCorp/SONYC/audio-1/04_027185.wav,04_027185,,1,384000,48,8,0.0005625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/04_027185_MS2024.mat,SONYC_04,,,0
422,data/envCorp/SONYC/audio-16/18_006220.wav,18_006220,,1,384000,48,8,0.00020833333333333335,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/18_006220_MS2024.mat,SONYC_18,,,0
423,data/envCorp/SONYC/audio-9/31_005111.wav,31_005111,,1,384000,48,8,0.0021875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/31_005111_MS2024.mat,SONYC_31,,,0
