,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,gender,speaker/artist,Genre,corpus_type
276,data/musicCorp/CD/Jaqueline Ros/The Complete Sonatas _ Partitas For Solo Violin Vol. II/01 BWV1004 I. Allemanda.m4a,01 BWV1004 I. Allemanda,violin,0,1,5468400,44.1,124,0.2226303854875283,120,CD,STM_output/MATs/music_mat_wl4_CD/01 BWV1004 I. Allemanda_MS2024.mat,,Jaqueline Ros,Classical,music
277,data/musicCorp/CD/The Beatles/1967-1970 [Disc 2]/2-09 Come Together.m4a,2-09 Come Together,multi_Voi,1,1,5292000,44.1,120,0.555124716553288,120,CD,STM_output/MATs/music_mat_wl4_CD/2-09 Come Together_MS2024.mat,,The Beatles,Rock,music
278,"data/musicCorp/CD/Julian Bream/Bream Collection, Vol. 9 - Baroque Guitar/21 Scarlatti (D)_ Sonata In E Minor, K 11.m4a","21 Scarlatti (D)_ Sonata In E Minor, K 11",guitar,0,1,5292000,44.1,120,0.4200680272108844,120,CD,"STM_output/MATs/music_mat_wl4_CD/21 Scarlatti (D)_ Sonata In E Minor, K 11_MS2024.mat",,Julian Bream,Classical,music
279,data/musicCorp/CD/The Beatles/1962-1966 [Disc 1]/1-09 And I Love Her.m4a,1-09 And I Love Her,multi_Voi,1,1,5292000,44.1,120,0.3959637188208617,120,CD,STM_output/MATs/music_mat_wl4_CD/1-09 And I Love Her_MS2024.mat,,The Beatles,Rock,music
280,data/musicCorp/CD/Arcade Fire/Arcade Fire/06 City With No Children.m4a,06 City With No Children,multi_Voi,1,1,5292000,44.1,120,0.003469387755102,120,CD,STM_output/MATs/music_mat_wl4_CD/06 City With No Children_MS2024.mat,,Arcade Fire,Rock,music
281,"data/musicCorp/CD/Rinaldo Alessandrini_ Concerto Italiano/Bach_ Brandenburg Concertos [Disc 1]/1-03 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - Allegro.m4a","1-03 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - Allegro",multi,0,1,5468400,44.1,124,0.0021315192743764,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-03 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - Allegro_MS2024.mat",,Rinaldo Alessandrini,Classical,music
282,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 2]/2-08 Bach_ Cello Suite #3 In C, BWV 1009 - 2. Allemande.m4a","2-08 Bach_ Cello Suite #3 In C, BWV 1009 - 2. Allemande",cello,0,1,5292000,44.1,120,0.8941043083900226,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-08 Bach_ Cello Suite #3 In C, BWV 1009 - 2. Allemande_MS2024.mat",,Yo-Yo Ma,Classical,music
284,"data/musicCorp/CD/Charles Mackerras_ Scottish Chamber Orchestra/Beethoven_ Symphonies [Disc 1]/1-01 Beethoven_ Symphony #1 In C, Op. 21 - 1. Adagio Molto, Allegro Con Brio.m4a","1-01 Beethoven_ Symphony #1 In C, Op. 21 - 1. Adagio Molto, Allegro Con Brio",multi,0,1,5821200,44.1,132,0.5636734693877551,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-01 Beethoven_ Symphony #1 In C, Op. 21 - 1. Adagio Molto, Allegro Con Brio_MS2024.mat",,Charles Mackerras,Classical,music
285,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 2]/2-09 Bach_ Cello Suite #3 In C, BWV 1009 - 3. Courante.m4a","2-09 Bach_ Cello Suite #3 In C, BWV 1009 - 3. Courante",cello,0,1,5292000,44.1,120,0.6981632653061225,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-09 Bach_ Cello Suite #3 In C, BWV 1009 - 3. Courante_MS2024.mat",,Yo-Yo Ma,Classical,music
286,data/musicCorp/CD/The Beatles/1962-1966 [Disc 2]/2-13 Yellow Submarine.m4a,2-13 Yellow Submarine,multi_Voi,1,1,5292000,44.1,120,0.3961678004535147,120,CD,STM_output/MATs/music_mat_wl4_CD/2-13 Yellow Submarine_MS2024.mat,,The Beatles,Rock,music
287,data/musicCorp/CD/Ysaye Crumb Kodaly/Cello Sonatas/04 Sonate_ Op.28_ IV. Allegro tempo fermo.m4a,04 Sonate_ Op.28_ IV. Allegro tempo fermo,cello,0,1,5292000,44.1,120,0.2633786848072562,120,CD,STM_output/MATs/music_mat_wl4_CD/04 Sonate_ Op.28_ IV. Allegro tempo fermo_MS2024.mat,,Ysaye Crumb Kodaly,Classical,music
288,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/16 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 4. Sarabande.m4a","16 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 4. Sarabande",cello,0,1,5292000,44.1,120,0.0524716553287981,120,CD,"STM_output/MATs/music_mat_wl4_CD/16 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 4. Sarabande_MS2024.mat",,Edgar Meyer,Classical,music
289,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/16 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 4. Sarabande.m4a","16 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 4. Sarabande",cello,0,1,5292000,44.1,120,0.0524716553287981,120,CD,"STM_output/MATs/music_mat_wl4_CD/16 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 4. Sarabande_MS2024.mat",,Edgar Meyer,Classical,music
290,"data/musicCorp/CD/Rinaldo Alessandrini_ Concerto Italiano/Bach_ Brandenburg Concertos [Disc 1]/1-06 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - Menuet Reprise.m4a","1-06 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - Menuet Reprise",multi,0,1,2822400,44.1,64,0.0972562358276644,64,CD,"STM_output/MATs/music_mat_wl4_CD/1-06 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - Menuet Reprise_MS2024.mat",,Rinaldo Alessandrini,Classical,music
291,"data/musicCorp/CD/Helen Callus/J.S. Bach_ Six Cello Suites on Viola [Disc 1]/1-02 Suite No.1 in G major, BWV 1007 _ II. Allemande.m4a","1-02 Suite No.1 in G major, BWV 1007 _ II. Allemande",viola,0,1,5292000,44.1,120,0.5669160997732426,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-02 Suite No.1 in G major, BWV 1007 _ II. Allemande_MS2024.mat",,Helen Callus,Classical,music
292,data/musicCorp/CD/U2/The Best Of 1980-1990/01 Pride (In The Name Of Love).m4a,01 Pride (In The Name Of Love),multi_Voi,1,1,5292000,44.1,120,0.472312925170068,120,CD,STM_output/MATs/music_mat_wl4_CD/01 Pride (In The Name Of Love)_MS2024.mat,,U2,Rock,music
294,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 2]/2-07 Bach_ Cello Suite #3 In C, BWV 1009 - 1. Prelude.m4a","2-07 Bach_ Cello Suite #3 In C, BWV 1009 - 1. Prelude",cello,0,1,5292000,44.1,120,0.926439909297052,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-07 Bach_ Cello Suite #3 In C, BWV 1009 - 1. Prelude_MS2024.mat",,Yo-Yo Ma,Classical,music
295,data/musicCorp/CD/U2/The Best Of 1980-1990/03 With Or Without You.m4a,03 With Or Without You,multi_Voi,1,1,5292000,44.1,120,0.1745578231292517,120,CD,STM_output/MATs/music_mat_wl4_CD/03 With Or Without You_MS2024.mat,,U2,Rock,music
296,"data/musicCorp/CD/Kim Kashkashian/Hindemith_ Viola Sonatas [Disc 1]/1-02 Hindemith_ Sonate F++r Viola Solo, Op. 31_4 - 2. Lied.m4a","1-02 Hindemith_ Sonate F++r Viola Solo, Op. 31_4 - 2. Lied",viola,0,1,5468400,44.1,124,0.93421768707483,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-02 Hindemith_ Sonate F++r Viola Solo, Op. 31_4 - 2. Lied_MS2024.mat",,Kim Kashkashian,Classical,music
297,"data/musicCorp/CD/Charles Mackerras_ Scottish Chamber Orchestra/Beethoven_ Symphonies [Disc 3]/3-09 Beethoven_ Symphony #6 In F, Op. 68, _Pastoral_ - 5. Allegretto.m4a","3-09 Beethoven_ Symphony #6 In F, Op. 68, _Pastoral_ - 5. Allegretto",multi,0,1,5292000,44.1,120,0.0420408163265306,120,CD,"STM_output/MATs/music_mat_wl4_CD/3-09 Beethoven_ Symphony #6 In F, Op. 68, _Pastoral_ - 5. Allegretto_MS2024.mat",,Charles Mackerras,Classical,music
298,"data/musicCorp/CD/Julian Bream/Bream Collection, Vol. 9 - Baroque Guitar/03 Sanz_ Passacalles.m4a",03 Sanz_ Passacalles,guitar,0,1,5292000,44.1,120,0.3334467120181406,120,CD,STM_output/MATs/music_mat_wl4_CD/03 Sanz_ Passacalles_MS2024.mat,,Julian Bream,Classical,music
299,"data/musicCorp/CD/Charles Mackerras_ Scottish Chamber Orchestra/Beethoven_ Symphonies [Disc 1]/1-04 Beethoven_ Symphony #1 In C, Op. 21 - 4. Finale_ Adagio, Allegro Molto E Vivace.m4a","1-04 Beethoven_ Symphony #1 In C, Op. 21 - 4. Finale_ Adagio, Allegro Molto E Vivace",multi,0,1,5468400,44.1,124,0.8587981859410431,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-04 Beethoven_ Symphony #1 In C, Op. 21 - 4. Finale_ Adagio, Allegro Molto E Vivace_MS2024.mat",,Charles Mackerras,Classical,music
300,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/03 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 3. Courante.m4a","03 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 3. Courante",cello,0,1,5292000,44.1,120,0.1468934240362811,120,CD,"STM_output/MATs/music_mat_wl4_CD/03 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 3. Courante_MS2024.mat",,Edgar Meyer,Classical,music
301,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/03 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 3. Courante.m4a","03 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 3. Courante",cello,0,1,5292000,44.1,120,0.1468934240362811,120,CD,"STM_output/MATs/music_mat_wl4_CD/03 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 3. Courante_MS2024.mat",,Edgar Meyer,Classical,music
302,"data/musicCorp/CD/Jacqueline Ross/Bach_ Complete Sonatas _ Partitas For Solo Violin, Vol. 1/07 Bach_ Violin Partita #1 In B Minor, BWV 1002 - Corrente.m4a","07 Bach_ Violin Partita #1 In B Minor, BWV 1002 - Corrente",violin,0,1,5292000,44.1,120,0.5249206349206349,120,CD,"STM_output/MATs/music_mat_wl4_CD/07 Bach_ Violin Partita #1 In B Minor, BWV 1002 - Corrente_MS2024.mat",,Jacqueline Ross,Classical,music
303,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 2]/2-01 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 1. Prelude.m4a","2-01 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 1. Prelude",cello,0,1,5468400,44.1,124,0.006235827664399,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-01 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 1. Prelude_MS2024.mat",,Yo-Yo Ma,Classical,music
304,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 2]/2-01 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 1. Prelude.m4a","2-01 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 1. Prelude",cello,0,1,5468400,44.1,124,0.006235827664399,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-01 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 1. Prelude_MS2024.mat",,Yo-Yo Ma,Classical,music
305,data/musicCorp/CD/The Beatles/1962-1966 [Disc 2]/2-12 Eleanor Rigby.m4a,2-12 Eleanor Rigby,multi_Voi,1,1,5292000,44.1,120,0.4063718820861678,120,CD,STM_output/MATs/music_mat_wl4_CD/2-12 Eleanor Rigby_MS2024.mat,,The Beatles,Rock,music
306,data/musicCorp/CD/Arcade Fire/Arcade Fire/15 Sprawl II (Mountains Beyond Mountains).m4a,15 Sprawl II (Mountains Beyond Mountains),multi_Voi,1,1,5292000,44.1,120,0.7295011337868481,120,CD,STM_output/MATs/music_mat_wl4_CD/15 Sprawl II (Mountains Beyond Mountains)_MS2024.mat,,Arcade Fire,Rock,music
307,"data/musicCorp/CD/Jacqueline Ross/Bach_ Complete Sonatas _ Partitas For Solo Violin, Vol. 1/13 Bach_ Sonata #2 In A Minor For Solo Violin, BWV 1003 - 1. Grave.m4a","13 Bach_ Sonata #2 In A Minor For Solo Violin, BWV 1003 - 1. Grave",violin,0,1,5292000,44.1,120,0.1513832199546485,120,CD,"STM_output/MATs/music_mat_wl4_CD/13 Bach_ Sonata #2 In A Minor For Solo Violin, BWV 1003 - 1. Grave_MS2024.mat",,Jacqueline Ross,Classical,music
308,data/musicCorp/CD/The Beatles/1962-1966 [Disc 1]/1-07 Can_t Buy Me Love.m4a,1-07 Can_t Buy Me Love,guitar,0,1,5292000,44.1,120,0.4074149659863945,120,CD,STM_output/MATs/music_mat_wl4_CD/1-07 Can_t Buy Me Love_MS2024.mat,,The Beatles,Classical,music
309,data/musicCorp/CD/The Beatles/1967-1970 [Disc 1]/1-06 A Day In The Life.m4a,1-06 A Day In The Life,multi_Voi,1,1,5292000,44.1,120,0.4650793650793651,120,CD,STM_output/MATs/music_mat_wl4_CD/1-06 A Day In The Life_MS2024.mat,,The Beatles,Rock,music
310,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/05 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 5. Menuett 1 _ 2.m4a","05 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 5. Menuett 1 _ 2",cello,0,1,5292000,44.1,120,0.2350566893424036,120,CD,"STM_output/MATs/music_mat_wl4_CD/05 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 5. Menuett 1 _ 2_MS2024.mat",,Edgar Meyer,Classical,music
311,"data/musicCorp/CD/Murray Perahia/Mozart_ Piano Sonatas K 310, 331 _ 533/02 Mozart_ Piano Sonata #8 In A Minor, K 310 - 2. Andante Cantabile Con Espressione.m4a","02 Mozart_ Piano Sonata #8 In A Minor, K 310 - 2. Andante Cantabile Con Espressione",piano,0,1,5468400,44.1,124,0.2463038548752834,120,CD,"STM_output/MATs/music_mat_wl4_CD/02 Mozart_ Piano Sonata #8 In A Minor, K 310 - 2. Andante Cantabile Con Espressione_MS2024.mat",,Murray Perahia,Classical,music
312,data/musicCorp/CD/The Beatles/1967-1970 [Disc 1]/1-07 All You Need Is Love.m4a,1-07 All You Need Is Love,multi_Voi,1,1,5292000,44.1,120,0.8428117913832199,120,CD,STM_output/MATs/music_mat_wl4_CD/1-07 All You Need Is Love_MS2024.mat,,The Beatles,Rock,music
313,"data/musicCorp/CD/Kim Kashkashian, Robert Levin/Hindemith_ Viola Sonatas [Disc 2]/2-08 Hindemith_ Sonate F++r Viola _ Piano (1939) - 2. Sehr Lebhaft.m4a",2-08 Hindemith_ Sonate F++r Viola _ Piano (1939) - 2. Sehr Lebhaft,"viola, piano",0,1,5292000,44.1,120,0.2829478458049886,120,CD,STM_output/MATs/music_mat_wl4_CD/2-08 Hindemith_ Sonate F++r Viola _ Piano (1939) - 2. Sehr Lebhaft_MS2024.mat,,"Kim Kashkashian, Robert Levin",Classical,music
314,data/musicCorp/CD/Kenny Burrell _ John Coltrane/Original Jazz Classics Collection/03 Relaxin_ at Camarillo.m4a,03 Relaxin_ at Camarillo,multi,0,1,5292000,44.1,120,0.2133786848072562,120,CD,STM_output/MATs/music_mat_wl4_CD/03 Relaxin_ at Camarillo_MS2024.mat,,Kenny Burrell ,Jazz,music
315,"data/musicCorp/CD/Jacqueline Ross/Bach_ Complete Sonatas _ Partitas For Solo Violin, Vol. 1/12 Bach_ Violin Partita #1 In B Minor, BWV 1002 - Double #4.m4a","12 Bach_ Violin Partita #1 In B Minor, BWV 1002 - Double #4",violin,0,1,5292000,44.1,120,0.2116326530612245,120,CD,"STM_output/MATs/music_mat_wl4_CD/12 Bach_ Violin Partita #1 In B Minor, BWV 1002 - Double #4_MS2024.mat",,Jacqueline Ross,Classical,music
316,"data/musicCorp/CD/Charles Mackerras_ Scottish Chamber Orchestra/Beethoven_ Symphonies [Disc 3]/3-04 Beethoven_ Symphony #5 In C Minor, Op. 67 - 4. Allegro.m4a","3-04 Beethoven_ Symphony #5 In C Minor, Op. 67 - 4. Allegro",multi,0,1,5292000,44.1,120,0.453718820861678,120,CD,"STM_output/MATs/music_mat_wl4_CD/3-04 Beethoven_ Symphony #5 In C Minor, Op. 67 - 4. Allegro_MS2024.mat",,Charles Mackerras,Classical,music
317,"data/musicCorp/CD/Helen Callus/J.S. Bach_ Six Cello Suites on Viola [Disc 1]/1-04 Suite No.1 in G major, BWV 1007 _ IV. Sarabande.m4a","1-04 Suite No.1 in G major, BWV 1007 _ IV. Sarabande",viola,0,1,5292000,44.1,120,0.5084126984126984,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-04 Suite No.1 in G major, BWV 1007 _ IV. Sarabande_MS2024.mat",,Helen Callus,Classical,music
318,"data/musicCorp/CD/Jacqueline Ross/Bach_ Complete Sonatas _ Partitas For Solo Violin, Vol. 1/09 Bach_ Violin Partita #1 In B Minor, BWV 1002 - Sarabande.m4a","09 Bach_ Violin Partita #1 In B Minor, BWV 1002 - Sarabande",violin,0,1,5292000,44.1,120,0.3448072562358276,120,CD,"STM_output/MATs/music_mat_wl4_CD/09 Bach_ Violin Partita #1 In B Minor, BWV 1002 - Sarabande_MS2024.mat",,Jacqueline Ross,Classical,music
319,data/musicCorp/CD/Ysaye Crumb Kodaly/Cello Sonatas/07 Son_ III. Toccata.m4a,07 Son_ III. Toccata,viola,0,1,5292000,44.1,120,0.5590022675736962,120,CD,STM_output/MATs/music_mat_wl4_CD/07 Son_ III. Toccata_MS2024.mat,,Ysaye Crumb Kodaly,Classical,music
320,data/musicCorp/CD/U2/The Best Of 1980-1990/14 All I Want Is You.m4a,14 All I Want Is You,multi_Voi,1,1,5292000,44.1,120,0.3478458049886621,120,CD,STM_output/MATs/music_mat_wl4_CD/14 All I Want Is You_MS2024.mat,,U2,Rock,music
321,data/musicCorp/CD/U2/The Best Of 1980-1990/13 Angel Of Harlem.m4a,13 Angel Of Harlem,multi_Voi,1,1,5292000,44.1,120,0.2338775510204081,120,CD,STM_output/MATs/music_mat_wl4_CD/13 Angel Of Harlem_MS2024.mat,,U2,Rock,music
322,data/musicCorp/CD/Red Hot Chili Peppers/Californication/11 This Velvet Glove.m4a,11 This Velvet Glove,multi_Voi,1,1,5292000,44.1,120,0.5553968253968254,120,CD,STM_output/MATs/music_mat_wl4_CD/11 This Velvet Glove_MS2024.mat,,Red Hot Chili Peppers,Rock,music
323,"data/musicCorp/CD/Evgeny Kissin/Beethoven_ Moonlight Sonata Franck_ Prelude, Chorale _ Fugue, Etc_/34 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 13.m4a","34 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 13",piano,0,1,2822400,44.1,64,0.0864172335600907,64,CD,"STM_output/MATs/music_mat_wl4_CD/34 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 13_MS2024.mat",,Evgeny Kissin,Classical,music
324,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 2]/2-03 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 3. Courante.m4a","2-03 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 3. Courante",cello,0,1,4762800,44.1,108,0.9230158730158732,108,CD,"STM_output/MATs/music_mat_wl4_CD/2-03 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 3. Courante_MS2024.mat",,Yo-Yo Ma,Classical,music
325,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 2]/2-03 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 3. Courante.m4a","2-03 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 3. Courante",cello,0,1,4762800,44.1,108,0.9230158730158732,108,CD,"STM_output/MATs/music_mat_wl4_CD/2-03 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 3. Courante_MS2024.mat",,Yo-Yo Ma,Classical,music
326,"data/musicCorp/CD/Helen Callus/J.S. Bach_ Six Cello Suites on Viola [Disc 1]/1-18 Suite No.3 in C major, BWV 1009 _ VI. Gigue.m4a","1-18 Suite No.3 in C major, BWV 1009 _ VI. Gigue",viola,0,1,5292000,44.1,120,0.4065532879818594,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-18 Suite No.3 in C major, BWV 1009 _ VI. Gigue_MS2024.mat",,Helen Callus,Classical,music
327,data/musicCorp/CD/The Beatles/1967-1970 [Disc 2]/2-04 Get Back.m4a,2-04 Get Back,multi_Voi,1,1,5292000,44.1,120,0.5268934240362811,120,CD,STM_output/MATs/music_mat_wl4_CD/2-04 Get Back_MS2024.mat,,The Beatles,Rock,music
328,"data/musicCorp/CD/Julian Bream/Bream Collection, Vol. 9 - Baroque Guitar/07 Bach_ Prelude In D Minor, BWV 999.m4a","07 Bach_ Prelude In D Minor, BWV 999",guitar,0,1,4057200,44.1,92,0.4069387755102041,92,CD,"STM_output/MATs/music_mat_wl4_CD/07 Bach_ Prelude In D Minor, BWV 999_MS2024.mat",,Julian Bream,Classical,music
329,"data/musicCorp/CD/Evgeny Kissin/Beethoven_ Moonlight Sonata Franck_ Prelude, Chorale _ Fugue, Etc_/25 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 4.m4a","25 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 4",piano,0,1,2822400,44.1,64,0.1294104308390022,64,CD,"STM_output/MATs/music_mat_wl4_CD/25 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 4_MS2024.mat",,Evgeny Kissin,Classical,music
330,data/musicCorp/CD/Ysaye Crumb Kodaly/Cello Sonatas/06 Son_ II. Tema pastorale con variazioni.m4a,06 Son_ II. Tema pastorale con variazioni,cello,0,1,5292000,44.1,120,0.3936734693877551,120,CD,STM_output/MATs/music_mat_wl4_CD/06 Son_ II. Tema pastorale con variazioni_MS2024.mat,,Ysaye Crumb Kodaly,Classical,music
331,"data/musicCorp/CD/Kim Kashkashian, Robert Levin/Hindemith_ Viola Sonatas [Disc 2]/2-07 Hindemith_ Sonate F++r Viola _ Piano (1939) - 1. Breit, Mit Kraft.m4a","2-07 Hindemith_ Sonate F++r Viola _ Piano (1939) - 1. Breit, Mit Kraft","viola, piano",0,1,5468400,44.1,124,0.0791156462585034,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-07 Hindemith_ Sonate F++r Viola _ Piano (1939) - 1. Breit, Mit Kraft_MS2024.mat",,"Kim Kashkashian, Robert Levin",Classical,music
333,"data/musicCorp/CD/Julian Bream/Bream Collection, Vol. 9 - Baroque Guitar/06 Guerau_ Canario.m4a",06 Guerau_ Canario,guitar,0,1,3528000,44.1,80,0.9811791383219954,76,CD,STM_output/MATs/music_mat_wl4_CD/06 Guerau_ Canario_MS2024.mat,,Julian Bream,Classical,music
334,"data/musicCorp/CD/Kim Kashkashian, Robert Levin/Hindemith_ Viola Sonatas [Disc 2]/2-03 Hindemith_ Sonate F++r Viola _ Piano, Op. 11_4 - 3. Finale Mit Variationen.m4a","2-03 Hindemith_ Sonate F++r Viola _ Piano, Op. 11_4 - 3. Finale Mit Variationen","viola, piano",0,1,5292000,44.1,120,0.1319727891156462,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-03 Hindemith_ Sonate F++r Viola _ Piano, Op. 11_4 - 3. Finale Mit Variationen_MS2024.mat",,"Kim Kashkashian, Robert Levin",Classical,music
335,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/08 Bach_ Cello Suite #1 In G, BWV 1007 - 2. Allemande.m4a","08 Bach_ Cello Suite #1 In G, BWV 1007 - 2. Allemande",cello,0,1,5292000,44.1,120,0.2767573696145124,120,CD,"STM_output/MATs/music_mat_wl4_CD/08 Bach_ Cello Suite #1 In G, BWV 1007 - 2. Allemande_MS2024.mat",,Edgar Meyer,Classical,music
336,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/08 Bach_ Cello Suite #1 In G, BWV 1007 - 2. Allemande.m4a","08 Bach_ Cello Suite #1 In G, BWV 1007 - 2. Allemande",cello,0,1,5292000,44.1,120,0.2767573696145124,120,CD,"STM_output/MATs/music_mat_wl4_CD/08 Bach_ Cello Suite #1 In G, BWV 1007 - 2. Allemande_MS2024.mat",,Edgar Meyer,Classical,music
337,data/musicCorp/CD/Red Hot Chili Peppers/Californication/12 Savior.m4a,12 Savior,multi_Voi,1,1,5292000,44.1,120,0.1690249433106576,120,CD,STM_output/MATs/music_mat_wl4_CD/12 Savior_MS2024.mat,,Red Hot Chili Peppers,Rock,music
338,"data/musicCorp/CD/Helen Callus/J.S. Bach_ Six Cello Suites on Viola [Disc 1]/1-06 Suite No.1 in G major, BWV 1007 _ VI. Gigue.m4a","1-06 Suite No.1 in G major, BWV 1007 _ VI. Gigue",viola,0,1,3880800,44.1,88,0.3307709750566893,88,CD,"STM_output/MATs/music_mat_wl4_CD/1-06 Suite No.1 in G major, BWV 1007 _ VI. Gigue_MS2024.mat",,Helen Callus,Classical,music
339,"data/musicCorp/CD/Claudio Abbado_ Orchestra Mozart/Mozart_ Symphonies #39 _ 40/07 Mozart_ Symphony #40 In G Minor, K 550 - 3. Menuet _ Trio.m4a","07 Mozart_ Symphony #40 In G Minor, K 550 - 3. Menuet _ Trio",multi,0,1,5292000,44.1,120,0.3872108843537415,120,CD,"STM_output/MATs/music_mat_wl4_CD/07 Mozart_ Symphony #40 In G Minor, K 550 - 3. Menuet _ Trio_MS2024.mat",,Claudio Abbado,Classical,music
340,"data/musicCorp/CD/Helen Callus/J.S. Bach_ Six Cello Suites on Viola [Disc 1]/1-16 Suite No.3 in C major, BWV 1009 _ IV. Sarabande.m4a","1-16 Suite No.3 in C major, BWV 1009 _ IV. Sarabande",viola,0,1,5644800,44.1,128,0.4071201814058957,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-16 Suite No.3 in C major, BWV 1009 _ IV. Sarabande_MS2024.mat",,Helen Callus,Classical,music
341,data/musicCorp/CD/Lyon James And Marylene Dosse/French Romantic Women Composers/08 Viardot Sonatine_ Allegro.m4a,08 Viardot Sonatine_ Allegro,"violin, piano",0,1,5292000,44.1,120,0.618344671201814,120,CD,STM_output/MATs/music_mat_wl4_CD/08 Viardot Sonatine_ Allegro_MS2024.mat,,Lyon James And Marylene Dosse,Classical,music
342,data/musicCorp/CD/Lyon James And Marylene Dosse/French Romantic Women Composers/08 Viardot Sonatine_ Allegro.m4a,08 Viardot Sonatine_ Allegro,"violin, piano",0,1,5292000,44.1,120,0.618344671201814,120,CD,STM_output/MATs/music_mat_wl4_CD/08 Viardot Sonatine_ Allegro_MS2024.mat,,Lyon James And Marylene Dosse,Classical,music
343,data/musicCorp/CD/Jaqueline Ros/The Complete Sonatas _ Partitas For Solo Violin Vol. II/16 BWV1006 VII. Gigue.m4a,16 BWV1006 VII. Gigue,violin,0,1,5292000,44.1,120,0.3899546485260771,120,CD,STM_output/MATs/music_mat_wl4_CD/16 BWV1006 VII. Gigue_MS2024.mat,,Jaqueline Ros,Classical,music
